controlled_company_number,controller_company_number,controller_name,notified_on,ceased_on,ceased,nature_of_control,legal_form,legal_authority,country_registered,place_registered,psc_kind,source_url,etag,depth_from_root
04135060,02217605,Sovereign Harbour Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/04135060/persons-with-significant-control/corporate-entity/xQVKKDjocFXf1pMv71Q07zvL2LI,3490bf68b5657bf5f8c552900742f2b6f8595da2,3
04135060,02217605,Sovereign Harbour Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/04135060/persons-with-significant-control/corporate-entity/xQVKKDjocFXf1pMv71Q07zvL2LI,3490bf68b5657bf5f8c552900742f2b6f8595da2,3
02574820,00594581,Carillion Construction Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02574820/persons-with-significant-control/corporate-entity/1vOBarQSJ3xwpGWHAmjLAC-JeFc,c3b1c15aae54376ed219caed3a14c64fdf7d5ca4,2
02574820,00594581,Carillion Construction Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02574820/persons-with-significant-control/corporate-entity/1vOBarQSJ3xwpGWHAmjLAC-JeFc,c3b1c15aae54376ed219caed3a14c64fdf7d5ca4,2
02574820,00594581,Carillion Construction Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02574820/persons-with-significant-control/corporate-entity/1vOBarQSJ3xwpGWHAmjLAC-JeFc,c3b1c15aae54376ed219caed3a14c64fdf7d5ca4,2
06190456,00594581,Carillion Construction Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06190456/persons-with-significant-control/corporate-entity/Ws503wt5gm2tnJhwWKJaVYeybxo,04dd1c87ac5bce8239217211b19bbed3816a3aa8,2
06190456,00594581,Carillion Construction Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06190456/persons-with-significant-control/corporate-entity/Ws503wt5gm2tnJhwWKJaVYeybxo,04dd1c87ac5bce8239217211b19bbed3816a3aa8,2
06190456,00594581,Carillion Construction Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/06190456/persons-with-significant-control/corporate-entity/Ws503wt5gm2tnJhwWKJaVYeybxo,04dd1c87ac5bce8239217211b19bbed3816a3aa8,2
07411085,07410965,Wattbike (Holdings) Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Limited By Shares,Companies Act,United Kingdom,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/07411085/persons-with-significant-control/corporate-entity/ON1TOGmN1QJY2q-DULiWD0Q7pRY,7970e17d79ffb5a8bebbef2955e2982eada3cbd1,5
07411085,07410965,Wattbike (Holdings) Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Limited By Shares,Companies Act,United Kingdom,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/07411085/persons-with-significant-control/corporate-entity/ON1TOGmN1QJY2q-DULiWD0Q7pRY,7970e17d79ffb5a8bebbef2955e2982eada3cbd1,5
07411085,07410965,Wattbike (Holdings) Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Limited By Shares,Companies Act,United Kingdom,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/07411085/persons-with-significant-control/corporate-entity/ON1TOGmN1QJY2q-DULiWD0Q7pRY,7970e17d79ffb5a8bebbef2955e2982eada3cbd1,5
OC307955,00416147,Raine Limited,2016-04-06,,false,significant-influence-or-control-limited-liability-partnership,Private Limited Company,Companies Act 2006,England And Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/OC307955/persons-with-significant-control/corporate-entity/4CfaBYGrAJNQAD29CzgSJ3UvgcU,8d6f12eac178b66825b28b16336b0bf5e870575b,3
OC307955,02217605,Sovereign Harbour Limited,2016-04-06,,false,significant-influence-or-control-limited-liability-partnership,Private Limited Company,Companies Act 2006,England And Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/OC307955/persons-with-significant-control/corporate-entity/-cMbnldugYqEJSBVrAiqbK_Z8ko,08e6293c312e8ae673d630c7d0ee507a5f9bd87e,3
09598495,09598536,Psbp Midlands (Holdings) Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/09598495/persons-with-significant-control/corporate-entity/R8BEHZZbP6jYND4FSFQ8LYuQO5Q,f4415215f25950c370e64703afb21f645b8e2c4e,4
09598495,09598536,Psbp Midlands (Holdings) Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/09598495/persons-with-significant-control/corporate-entity/R8BEHZZbP6jYND4FSFQ8LYuQO5Q,f4415215f25950c370e64703afb21f645b8e2c4e,4
02217605,00594581,Carillion Construction Limited,2016-04-06,2018-12-12,true,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02217605/persons-with-significant-control/corporate-entity/DKpPhswvh0vnabgBQmpEMS6hF38,c0534ff7701f35570a5c4dfef540aa0b9c3d3cf3,2
02217605,00594581,Carillion Construction Limited,2016-04-06,2018-12-12,true,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02217605/persons-with-significant-control/corporate-entity/DKpPhswvh0vnabgBQmpEMS6hF38,c0534ff7701f35570a5c4dfef540aa0b9c3d3cf3,2
02217605,00594581,Carillion Construction Limited,2016-04-06,2018-12-12,true,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02217605/persons-with-significant-control/corporate-entity/DKpPhswvh0vnabgBQmpEMS6hF38,c0534ff7701f35570a5c4dfef540aa0b9c3d3cf3,2
02191494,03858865,Carillion Energy Services Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02191494/persons-with-significant-control/corporate-entity/p3MzsYmeVIvZBALZlr1tb16Nr34,71682d7d93eb4067c63f7c8635cf5a98ef254e5a,2
02191494,03858865,Carillion Energy Services Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02191494/persons-with-significant-control/corporate-entity/p3MzsYmeVIvZBALZlr1tb16Nr34,71682d7d93eb4067c63f7c8635cf5a98ef254e5a,2
03858865,03782379,Carillion Plc,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03858865/persons-with-significant-control/corporate-entity/Z1PIA2GA4S3Kee9HOHDzUK9ip-4,6e3d372b440b043f3117b24fc9155f2d522aa4d1,1
03858865,03782379,Carillion Plc,2016-04-06,,false,right-to-appoint-and-remove-directors,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03858865/persons-with-significant-control/corporate-entity/Z1PIA2GA4S3Kee9HOHDzUK9ip-4,6e3d372b440b043f3117b24fc9155f2d522aa4d1,1
03858865,03782379,Carillion Plc,2016-04-06,,false,voting-rights-75-to-100-percent,Public Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/03858865/persons-with-significant-control/corporate-entity/Z1PIA2GA4S3Kee9HOHDzUK9ip-4,6e3d372b440b043f3117b24fc9155f2d522aa4d1,1
OC448240,OC402027,The Arlington Richardson Development Partnership Llp,2023-07-24,,false,voting-rights-75-to-100-percent-limited-liability-partnership,Limited Partnership,Limited Liability Partnerships Act 2000,England,England,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/OC448240/persons-with-significant-control/corporate-entity/i9yZW5aNtNaLOTzoWrQBR-OVqRA,7b1754801caf54038a6957db225c490bfaa0fa01,4
12698832,08084031,Ask Real Estate Limited,2020-06-26,,false,ownership-of-shares-75-to-100-percent,Private Company Limited By Shares,Companies Act 2006,United Kingdom,Uk Register Of Companies,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/12698832/persons-with-significant-control/corporate-entity/x7W7HEqHYJil0NJJ4yJedUXfqFY,771adbe406e116470f3d2345ef80472ec73b7628,3
12698832,08084031,Ask Real Estate Limited,2020-06-26,,false,right-to-appoint-and-remove-directors,Private Company Limited By Shares,Companies Act 2006,United Kingdom,Uk Register Of Companies,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/12698832/persons-with-significant-control/corporate-entity/x7W7HEqHYJil0NJJ4yJedUXfqFY,771adbe406e116470f3d2345ef80472ec73b7628,3
12698832,08084031,Ask Real Estate Limited,2020-06-26,,false,voting-rights-75-to-100-percent,Private Company Limited By Shares,Companies Act 2006,United Kingdom,Uk Register Of Companies,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/12698832/persons-with-significant-control/corporate-entity/x7W7HEqHYJil0NJJ4yJedUXfqFY,771adbe406e116470f3d2345ef80472ec73b7628,3
02556935,00594581,Carillion Construction Limited,2016-04-06,,false,ownership-of-shares-25-to-50-percent,Private Limited Company,Companies Act 2006,England And Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02556935/persons-with-significant-control/corporate-entity/CexzU6DKmYPGlCMqjgC_ivAbbrg,086584a15c130b070b3c091be6c2f75c02c7e781,2
02556935,00594581,Carillion Construction Limited,2016-04-06,,false,voting-rights-25-to-50-percent,Private Limited Company,Companies Act 2006,England And Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02556935/persons-with-significant-control/corporate-entity/CexzU6DKmYPGlCMqjgC_ivAbbrg,086584a15c130b070b3c091be6c2f75c02c7e781,2
02556935,03787277,Carillion Nominees Limited,2016-04-06,,false,ownership-of-shares-25-to-50-percent,Private Limited Company,Companies Act 2006,England And Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02556935/persons-with-significant-control/corporate-entity/7ObHClQnYo47mk3BkgeNQY1XY5c,5d19b70f42edab8a0903993b3e0b3595b34f8c83,2
02556935,03787277,Carillion Nominees Limited,2016-04-06,,false,voting-rights-25-to-50-percent,Private Limited Company,Companies Act 2006,England And Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02556935/persons-with-significant-control/corporate-entity/7ObHClQnYo47mk3BkgeNQY1XY5c,5d19b70f42edab8a0903993b3e0b3595b34f8c83,2
02995364,00594581,Carillion Construction Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England And Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02995364/persons-with-significant-control/corporate-entity/_Mgz4W750OtYCNDqZrzIwDM1Tng,d6decaa984c9fa8445bf60845ee4c69ed336cf2a,2
02995364,00594581,Carillion Construction Limited,2016-04-06,,false,right-to-appoint-and-remove-directors,Private Limited Company,Companies Act 2006,England And Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02995364/persons-with-significant-control/corporate-entity/_Mgz4W750OtYCNDqZrzIwDM1Tng,d6decaa984c9fa8445bf60845ee4c69ed336cf2a,2
02995364,00594581,Carillion Construction Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England And Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/02995364/persons-with-significant-control/corporate-entity/_Mgz4W750OtYCNDqZrzIwDM1Tng,d6decaa984c9fa8445bf60845ee4c69ed336cf2a,2
NI040904,03858865,Carillion Energy Services Limited,2016-04-06,,false,ownership-of-shares-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/NI040904/persons-with-significant-control/corporate-entity/XvEiDNFi2RYEF57yQF1i9PKBW04,5e046723fd36a36520fb5e40eb6f6e84c07bc7c2,2
NI040904,03858865,Carillion Energy Services Limited,2016-04-06,,false,voting-rights-75-to-100-percent,Private Limited Company,Companies Act 2006,England & Wales,Companies House,corporate-entity-person-with-significant-control,https://api.company-information.service.gov.uk/company/NI040904/persons-with-significant-control/corporate-entity/XvEiDNFi2RYEF57yQF1i9PKBW04,5e046723fd36a36520fb5e40eb6f6e84c07bc7c2,2
